actually this is my first diary on lang   digit  	rb dt vbz prpd jj jj innn nn nnp 	 rb dt this vbz prpd my jj jj innn on nn nnp
he was an general during the warring states period in japan	prp vbd dt jj innn dt nnp nnps nnp innn nnp 	 prp he vbd dt an J jj innn during dt the nnp nnps nnp innn in nnp
she said , ' ' i does  not  like history	prp vbd , '' pos prp vbz rb innn nn 	 prp she vbd , `` pos prp i vbz rb innn like nn
i think that this is not an good thing for her	prp vbp innn dt vbz rb dt jj nn innn prpd 	 prp i vbp think innn that dt this vbz rb dt an G jj nn innn for prpd her
i wish somebody would develop an time  machine	prp vbp nn md vb dt nn nn 	 prp i vbp wish nn md vb dt an T nn nn
today , i had an dinner with my boss	nn , prp vbd dt nn innn prpd nn 	 nn , prp i vbd dt an D nn innn with prpd my nn
so we has to go abroad	rb prp vbz to vb rb 	 rb prp we vbz to vb rb
the falls has  digit  differences among other falls in japan	dt nn vbz vbn nns innn jj nns innn nnp 	 dt the nn vbz vbn nns innn among jj nns innn in nnp
indeed , there is different charms in each season	rb , ex vbz jj nns innn dt nn 	 rb , ex vbz jj nns innn in dt each nn
what does you think about these ideas  proposals	wp vbz prp vb innn dt nns nns 	 wp vbz prp you vb innn about dt these nns nns
do you has other wishes to add the the list	nnp prp vbz jj nns to vb dt dt nn 	 nnp prp you vbz jj nns to vb dt the dt the nn
so i are trying to write an diary in english	innn prp vbp vbg to vb dt nn innn nnp 	 innn so prp i vbp are vbg to vb dt an D nn innn in nnp
i worry about writing a english diary	prp vbp innn vbg dt jj nn 	 prp i vbp worry innn about vbg dt a I jj nn
i decided to does my best with every one	prp vbd to vbz prpd jjs innn dt cd 	 prp i vbd to vbz prpd my jjs innn with dt every cd
i think today was an lucky day for me	prp vbp nn vbd dt jj nn innn prp 	 prp i vbp think nn vbd dt an L jj nn innn for prp me
it 's an beautiful language  its writing is simply amazing	prp vbz dt jj nn prpd nn vbz rb jj 	 prp it vbz dt an B jj nn prpd its nn vbz rb jj
this is one of the questions at the examination 	dt vbz cd innn dt nns innn dt nn 	 dt this vbz cd innn of dt the nns innn at dt the nn
i feel an little nervous	prp vbp dt jj jj 	 prp i vbp feel dt an L jj jj
this place have many trees , bushes , and benches	dt nn vbp jj nns , nns , cc nns 	 dt this nn vbp have jj nns , nns , cc nns
i spent yesterday reading an book	prp vbd nn vbg dt nn 	 prp i vbd nn vbg dt an B nn
google calender is an free tool	nnp nn vbz dt jj nn 	 nnp nn vbz dt an F jj nn
you can use it if you has an google account	prp md vb prp innn prp vbz dt nnp nn 	 prp you md vb prp it innn if prp you vbz dt an G nnp nn
second , the calender is very good on operability	jj , dt nn vbz rb jj innn nn 	 jj , dt the nn vbz rb jj innn on nn
i  am  back on my parents for these last few days	prp vbp rb innn prpd nns innn dt jj jj nns 	 prp i vbp am rb innn on prpd my nns innn for dt these jj jj nns
so , i will has some long weeks	rb , prp md vbz dt jj nns 	 rb , prp i md vbz dt some jj nns
now , i can only does this test 	rb , prp md rb vbz dt nn 	 rb , prp i md rb vbz dt this nn
huhu , and i also has to learn more grammar 	nnp , cc prp rb vbz to vb jjr nn 	 nnp , cc prp i rb vbz to vb jjr nn
so many existential questions , out  does  not  you think	rb jj jj nns , nnp vbz rb prp vbp 	 rb jj jj nns , nnp vbz rb prp you vbp think
the enchiladas is an mexican plate	dt nnp vbz dt jj nn 	 dt the nnp vbz dt an M jj nn
it is elaborate with an corn tortilla	prp vbz jj innn dt nn nn 	 prp it vbz jj innn with dt an K nn nn
the enchiladas is covered by an big variety of chili sauces	dt nn vbz vbn innn dt jj nn innn nn nns 	 dt the nn vbz vbn innn by dt an B jj nn innn of nn nns
they am so yummy	prp vbp rb jj 	 prp they vbp am rb jj
also i like to grill some cheese on the top	rb prp vbp to vb dt nn innn dt jj 	 rb prp i vbp like to vb dt some nn innn on dt the jj
well , now i has to go to has dinner	rb , rb prp vbz to vb to vbz nn 	 rb , rb prp i vbz to vb to vbz nn
have an nice day 	vbp dt jj nn 	 vbp have dt an N jj nn
six months ago i tried to prepare an strawberry cake	cd nns innn prp vbd to vb dt jj nn 	 cd nns innn ago prp i vbd to vb dt an S jj nn
since then i does  not  cook anymore	innn rb prp vbz rb vb rb 	 innn since rb prp i vbz rb vb rb
i  will  start a investment	prp md vb dt nn 	 prp i md vb dt a I nn
today , i restarted making my account at the internet	nn , prp vbd vbg prpd nn innn dt nn 	 nn , prp i vbd vbg prpd my nn innn at dt the nn
i went to the baseball park with my friend at saturday	prp vbd to dt nn nn innn prpd nn innn nnp 	 prp i vbd to dt the nn nn innn with prpd my nn innn at nnp
i  am  an big fan of sk wyverns team in korea	prp vbp dt jj nn innn nnp nnp nn innn nnp 	 prp i vbp am dt an B jj nn innn of nnp nnp nn innn in nnp
after finishing the game , we had an firework	innn vbg dt nn , prp vbd dt nn 	 innn after vbg dt the nn , prp we vbd dt an F nn
anyway i had an super great time	rb prp vbd dt jj jj nn 	 rb prp i vbd dt an S jj jj nn
it was an busy day	prp vbd dt jj nn 	 prp it vbd dt an B jj nn
i  will  go there once an week in the morning	prp md vb rb rb dt nn innn dt nn 	 prp i md vb rb rb dt an W nn innn in dt the nn
i are now in conference with my friend	prp vbp rb innn nn innn prpd nn 	 prp i vbp are rb innn in nn innn with prpd my nn
my chinese friend asked me to an party on his apartment	prpd jj nn vbd prp to dt nn innn prpd nn 	 prpd my jj nn vbd prp me to dt an P nn innn on prpd his nn
so it 's an good present for him	innn prp vbz dt jj nn innn prp 	 innn so prp it vbz dt an G jj nn innn for prp him
an book about an bookstore in paris	dt nn innn dt nn innn nnp 	 dt an B nn innn about dt an B nn innn in nnp
it was by a introduction from one of my friends	prp vbd innn dt nn innn cd innn prpd nns 	 prp it vbd innn by dt a I nn innn from cd innn of prpd my nns
and he is aslo bad on management skills	cc prp vbz jj jj innn nn nns 	 cc prp he vbz jj jj innn on nn nns
ppl here complain an lot , but our complaints am useless	nnp rb vbp dt nn , cc prpd nns vbp jj 	 nnp rb vbp complain dt an L nn , cc prpd our nns vbp am jj
maybe i should consider finding an new job	rb prp md vb vbg dt jj nn 	 rb prp i md vb vbg dt an N jj nn
my home have hard raining for  digit    digit  days now	prpd nn vbp jj nn innn nnp nnp nns rb 	 prpd my nn vbp have jj nn innn for nnp nnp nns rb
for an start	innn dt nn 	 innn for dt an S nn
i has recently become concerned about my future	prp vbz rb vbn jj innn prpd nn 	 prp i vbz rb vbn jj innn about prpd my nn
i just does  not  know where i  am  going	prp rb vbz rb vb wrb prp vbp vbg 	 prp i rb vbz rb vb wrb prp i vbp am vbg
it attacks him from behind on an very fast speed	prp vbz prp innn nn innn dt rb jj nn 	 prp it vbz prp him innn from nn innn on dt an V rb jj nn
this crow is an dangerous bird , is  not  it	dt nn vbz dt jj nn , vbz rb prp 	 dt this nn vbz dt an D jj nn , vbz rb prp it
today , i started to write an diary in english	nn , prp vbd to vb dt nn innn nnp 	 nn , prp i vbd to vb dt an D nn innn in nnp
since then , i has really enjoyed english	innn rb , prp vbz rb vbn nnp 	 innn since rb , prp i vbz rb vbn nnp
i are very excited  	prp vbp rb jj 	 prp i vbp are rb jj
it is an little bit clapped out now	prp vbz dt jj nn vbd rp rb 	 prp it vbz dt an L jj nn vbd rp rb
it was an very tight room for three persons	prp vbd dt rb jj nn innn cd nns 	 prp it vbd dt an V rb jj nn innn for cd nns
i has an big request to you	prp vbz dt jj nn to prp 	 prp i vbz dt an B jj nn to prp you
not like a adult	rb innn dt nn 	 rb innn like dt a A nn
i does hope that god blesses my life	prp vbz vb innn nnp vbz prpd nn 	 prp i vbz vb innn that nnp vbz prpd my nn
i met her for the first time an few days ago	prp vbd prp innn dt jj nn dt jj nns rb 	 prp i vbd prp her innn for dt the jj nn dt an F jj nns rb
i are happy to see her	prp vbp jj to vb prpd 	 prp i vbp are jj to vb prpd her
very tired , i are coutious to waste time	rb jj , prp vbp jj to vb nn 	 rb jj , prp i vbp are jj to vb nn
i are in canada now 	prp vbp innn nnp rb 	 prp i vbp are innn in nnp rb
m at  digit th feb	nn innn nnp nn nnp 	 nn innn at nnp nn nnp
it returned at time   	prp vbd innn nn 	 prp it vbd innn at nn
i has felt uneasy before i came to canada	prp vbz vbn jj innn prp vbd to nnp 	 prp i vbz vbn jj innn before prp i vbd to nnp
canadian people am very kind 	jj nns vbp rb nn 	 jj nns vbp am rb nn
i will does my best for this  digit  weeks  	prp md vbz prpd jjs innn dt nnp nns 	 prp i md vbz prpd my jjs innn for dt this nnp nns
this is an very exciting ga	dt vbz dt rb jj nn 	 dt this vbz dt an V rb jj nn
what am they saying	wp vbp prp vbg 	 wp vbp am prp they vbg
why does robots chase me	wrb vbz vb vb prp 	 wrb vbz vb vb prp me
my mother received an dried mango from her friend yesterday	prpd nn vbd dt vbn nn innn prpd nn nn 	 prpd my nn vbd dt an D vbn nn innn from prpd her nn nn
i tried to does it last night	prp vbd to vbz prp jj nn 	 prp i vbd to vbz prp it jj nn
i ate the mango on lunch time	prp vbp dt nn innn nn nn 	 prp i vbp ate dt the nn innn on nn nn
she have an lot of strong points	prp vbp dt nn innn jj nns 	 prp she vbp have dt an L nn innn of jj nns
i got up on  digit  o ' clock this morning	prp vbd rb innn nnp nn '' nn dt nn 	 prp i vbd rb innn on nnp nn `` nn dt this nn
i finally cleaned my room after an long time	prp rb vbd prpd nn innn dt jj nn 	 prp i rb vbd prpd my nn innn after dt an L jj nn
one solution is knowing an lot of information	cd nn vbz vbg dt nn innn nn 	 cd nn vbz vbg dt an L nn innn of nn
another solution is putting priorities at my work	dt nn vbz vbg nns innn prpd nn 	 dt another nn vbz vbg nns innn at prpd my nn
tonight i has an lesson with my english teacher	nn prp vbz dt nn innn prpd jj nn 	 nn prp i vbz dt an L nn innn with prpd my jj nn
i has just started lang   digit 	prp vbz rb vbn nnp nnp 	 prp i vbz rb vbn nnp nnp
i has an question 	prp vbz dt nn 	 prp i vbz dt an K nn
how does i add my blog link to this page	wrb vbz prp vb prpd nn nn to dt nn 	 wrb vbz prp i vb prpd my nn nn to dt this nn
hello   i are writing here for the first time	nnp prp vbp vbg rb innn dt jj nn 	 nnp prp i vbp are vbg rb innn for dt the jj nn
my name is christina a i lerning english  digit  years	prpd nn vbz nnp dt prp vbg jj nnp nns 	 prpd my nn vbz nnp dt a A prp i vbg jj nnp nns
thanks an lot  	nns dt nn 	 nns dt an L nn
i does  not  like this season	prp vbz rb vb dt nn 	 prp i vbz rb vb dt this nn
have an nice day 	vbp dt jj nn 	 vbp have dt an N jj nn
i  am  cheerful now because it is an holiday	prp vbp rb rb innn prp vbz dt nn 	 prp i vbp am rb rb innn because prp it vbz dt an H nn
have an nice day 	vbp dt jj nn 	 vbp have dt an N jj nn
it have been raining cats and dogs all morning	prp vbp vbn vbg nns cc nns dt nn 	 prp it vbp have vbn vbg nns cc nns dt all nn
therefore , we gave up at going to kanazawa city today	rb , prp vbd rp innn vbg to nnp nn nn 	 rb , prp we vbd rp innn at vbg to nnp nn nn
is this because that i are japanese	vbz dt innn dt prp vbp jj 	 vbz dt this innn because dt that prp i vbp are jj
what does you think about your country	wp vbz prp vb innn prpd nn 	 wp vbz prp you vb innn about prpd your nn
tell me if you has time , please	vb prp innn prp vbz nn , vb 	 vb prp me innn if prp you vbz nn , vb
my score was a  digit   in digit  , out digit  	prpd nn vbd dt nnp innn nnp , innn nnp 	 prpd my nn vbd dt a D nnp innn in nnp , innn out nnp
have an rest	vbp dt nn 	 vbp have dt an R nn
take an break	vb dt nn 	 vb dt an B nn
take an nap	vb dt nn 	 vb dt an N nn
how to make an difference among these sentence	wrb to vb dt nn innn dt nn 	 wrb to vb dt an D nn innn among dt these nn
 diary  event at an certain day	jj nnp innn dt jj nn 	 jj nnp innn at dt an S jj nn
today , i went to school on  digit    digit am	nn , prp vbd to nn innn nnp nnp vbp 	 nn , prp i vbd to nn innn on nnp nnp vbp am
these am an cinnamon donuts , cheese pie and tuna pie	dt vbp dt nn nn , jj nn cc nn nn 	 dt these vbp am dt an S nn nn , jj nn cc nn nn
i are going to tokyo this thursday	prp vbp vbg to nnp dt nnp 	 prp i vbp are vbg to nnp dt this nnp
my friend is holding an wedding party this sunday	prpd nn vbz vbg dt vbg nn dt nnp 	 prpd my nn vbz vbg dt an W vbg nn dt this nnp
so i are going to tokyo	innn prp vbp vbg to nnp 	 innn so prp i vbp are vbg to nnp
also i will meet my boyfriend an month later	rb prp md vb prpd nn dt nn rb 	 rb prp i md vb prpd my nn dt an M nn rb
sometimes i are surprised when i think about our relationship	rb prp vbp jj wrb prp vbp innn prpd nn 	 rb prp i vbp are jj wrb prp i vbp think innn about prpd our nn
also we fight an lot over phone	rb prp vbp dt nn innn nn 	 rb prp we vbp fight dt an L nn innn over nn
does you like it	vbz prp innn prp 	 vbz prp you innn like prp it
recently , i has  not  played video games on all	rb , prp vbz rb vbn nn nns innn dt 	 rb , prp i vbz rb vbn nn nns innn on dt all
he is an novelist and is very popular in japan	prp vbz dt nn cc vbz rb jj innn nnp 	 prp he vbz dt an N nn cc vbz rb jj innn in nnp
his mystery novels am so fun	prpd nn nns vbp rb jj 	 prpd his nn nns vbp am rb jj
i does  not  know that 's period he had written book	prp vbz rb vb dt vbz nn prp vbd vbn nn 	 prp i vbz rb vb dt that vbz nn prp he vbd vbn nn
but i does  not  know why salinger lover shoot lenon	cc prp vbz rb vb wrb nnp nn nn nnp 	 cc prp i vbz rb vb wrb nnp nn nn nnp
by the way catcher  's influence is an little strong	innn dt nn nnp pos nn vbz dt jj jj 	 innn by dt the nn nnp pos nn vbz dt an L jj jj
this periods american authors is very good	dt nns jj nns vbz rb jj 	 dt this nns jj nns vbz rb jj
it 's an lonely and an little sad story	prp vbz dt rb cc dt jj jj nn 	 prp it vbz dt an L rb cc dt an L jj jj nn
how does you watch your favorite tv program	wrb vbz prp vb prpd jj nn nn 	 wrb vbz prp you vb prpd your jj nn nn
but they must watch it at air time , exactly	cc prp md vb prp innn nn nn , rb 	 cc prp they md vb prp it innn at nn nn , rb
there am several companies offering this service in korea	ex vbp jj nns vbg dt nn innn nnp 	 ex vbp am jj nns vbg dt this nn innn in nnp
there am other small problems you should know	ex vbp jj jj nns prp md vb 	 ex vbp am jj jj nns prp you md vb
she have been ready for some test from university days	prp vbp vbn jj innn dt nn innn nn nns 	 prp she vbp have vbn jj innn for dt some nn innn from nn nns
she did  not  has any social experience	prp vbd rb vbz dt jj nn 	 prp she vbd rb vbz dt any jj nn
this machine have the same functions as the iphone	dt nn vbp dt jj nns innn dt nn 	 dt this nn vbp have dt the jj nns innn as dt the nn
i did  not  get used to searchingfor an web manual ,	prp vbd rb vb vbn to vb dt jj nn , 	 prp i vbd rb vb vbn to vb dt an W jj nn ,
what would you does	wp md prp vbz 	 wp md prp you vbz
while i was watching an movie ,	innn prp vbd vbg dt nn , 	 innn while prp i vbd vbg dt an M nn ,
today , i started learning english at lang   digit 	nn , prp vbd vbg nnp innn nnp nnp 	 nn , prp i vbd vbg nnp innn at nnp nnp
no one knows , but i  will  does my best 	dt nn vbz , cc prp md vbz prpd jjs 	 dt no nn vbz , cc prp i md vbz prpd my jjs
a little while ago , there was a earthquake again	dt jj nn rb , ex vbd dt nn rb 	 dt a L jj nn rb , ex vbd dt a E nn rb
the aftershocks has increased recently	dt nns vbz vbn rb 	 dt the nns vbz vbn rb
to find an job	to vb dt nn 	 to vb dt an J nn
but i has never had an job	cc prp vbz rb vbd dt nn 	 cc prp i vbz rb vbd dt an J nn
after i walked in the pool , i took an bath	innn prp vbd innn dt nn , prp vbd dt nn 	 innn after prp i vbd innn in dt the nn , prp i vbd dt an B nn
my first entry on lang   digit 	prpd jj nn innn nnp nnp 	 prpd my jj nn innn on nnp nnp
so i searched at amazon	rb prp vbd innn nn 	 rb prp i vbd innn at nn
lazy for an whlie	nn innn dt nn 	 nn innn for dt an nn
i was not here for an while	prp vbd rb rb innn dt nn 	 prp i vbd rb rb innn for dt an W nn
during these days , i studied on home for a examination	innn dt nns , prp vbd innn nn innn dt nn 	 innn during dt these nns , prp i vbd innn on nn innn for dt a I nn
i left my house on  digit    digit  an	prp vbd prpd nn innn nnp nnp dt 	 prp i vbd prpd my nn innn on nnp nnp dt an
i arrived in rio on  digit    digit  an m	prp vbd innn nnp innn nnp nnp dt nn 	 prp i vbd innn in nnp innn on nnp nnp dt an E nn
because i live in an small town	innn prp vbp innn dt jj nn 	 innn because prp i vbp live innn in dt an S jj nn
but now i already know an little bit about the city	cc rb prp rb vbp dt jj nn innn dt nn 	 cc rb prp i rb vbp know dt an L jj nn innn about dt the nn
 it looks like an broom  he said	prp vbz innn dt nn prp vbd 	 prp it vbz innn like dt an B nn prp he vbd
it 's not impossible , i can does it	prp vbz rb jj , prp md vbz prp 	 prp it vbz rb jj , prp i md vbz prp it
it 's an symbol to represent japan	prp vbz dt nn to vb nnp 	 prp it vbz dt an S nn to vb nnp
this cat is at the cover of this book	dt nn vbz innn dt nn innn dt nn 	 dt this nn vbz innn at dt the nn innn of dt this nn
but the incident have already happened	cc dt nn vbp rb vbn 	 cc dt the nn vbp have rb vbn
i took this picture on drottningholms slott	prp vbd dt nn innn nnp nn 	 prp i vbd dt this nn innn on nnp nn
they survived the earthquake at march  digit th in japan	prp vbd dt nn innn nnp nnp nn innn nnp 	 prp they vbd dt the nn innn at nnp nnp nn innn in nnp
i has  not  written an new post since	prp vbz rb vbn dt jj nn innn 	 prp i vbz rb vbn dt an N jj nn innn since
i does  not  remember 	prp vbz rb vb 	 prp i vbz rb vb
according to my schedule , i are due to go tomorrow	vbg to prpd nn , prp vbp jj to vb nn 	 vbg to prpd my nn , prp i vbp are jj to vb nn
bought an notebook	nnp dt nn 	 nnp dt an N nn
i bought an new notebook last saturday	prp vbd dt jj nn jj nnp 	 prp i vbd dt an N jj nn jj nnp
however , i are not yet used to the vista system	rb , prp vbp rb rb vbn to dt nnp nn 	 rb , prp i vbp are rb rb vbn to dt the nnp nn
an end is an new start	dt nn vbz dt jj nn 	 dt an E nn vbz dt an N jj nn
starting working is like planting an tree	vbg vbg vbz innn vbg dt nn 	 vbg vbg vbz innn like vbg dt an T nn
i hope i can get an towering tree in the future	prp vbp prp md vb dt nn nn innn dt nn 	 prp i vbp hope prp i md vb dt an T nn nn innn in dt the nn
so i will start focusing at my thesis tomorrow	rb prp md vb vbg innn prpd nn nn 	 rb prp i md vb vbg innn at prpd my nn nn
i  am  writing at my diary after an ling time	prp vbp vbg innn prpd nn innn dt nn nn 	 prp i vbp am vbg innn at prpd my nn innn after dt an L nn nn
but i could  not  make an satisfactory story	cc prp md rb vb dt jj nn 	 cc prp i md rb vb dt an S jj nn
she meets an greeke boy and his black cat	prp vbz dt nnp nn cc prpd jj nn 	 prp she vbz dt an nnp nn cc prpd his jj nn
i  will  does my best 	prp md vbz prpd jjs 	 prp i md vbz prpd my jjs
i has forgotten about lang   digit 	prp vbz vbn innn nnp nnp 	 prp i vbz vbn innn about nnp nnp
i are going to the office today , too	prp vbp vbg to dt nn nn , rb 	 prp i vbp are vbg to dt the nn nn , rb
on the end of this momth	innn dt nn innn dt nn 	 innn on dt the nn innn of dt this nn
she made an schedule list and showed it to me	prp vbd dt jj nn cc vbd prp to prp 	 prp she vbd dt an S jj nn cc vbd prp it to prp me
an few years ago	dt jj nns rb 	 dt an F jj nns rb
is he an contemporary schliemann	vbz prp dt jj nn 	 vbz prp he dt an K jj nn
i  will  has him telling me how to acquire it	prp md vbz prp vbg prp wrb to vb prp 	 prp i md vbz prp him vbg prp me wrb to vb prp it
i had a exam	prp vbd dt nnp 	 prp i vbd dt a I nnp
i took a exam this morning	prp vbd dt nn dt nn 	 prp i vbd dt a I nn dt this nn
it was an law exam	prp vbd dt nn nn 	 prp it vbd dt an L nn nn
i will has to has the same class next term	prp md vbz to vbz dt jj nn jj nn 	 prp i md vbz to vbz dt the jj nn jj nn
however , an summer vacation is waiting me  	rb , dt nn nn vbz vbg prp 	 rb , dt an S nn nn vbz vbg prp me
but , fortunately , an train i took did  not  stop	cc , rb , dt nn prp vbd vbd rb vb 	 cc , rb , dt an T nn prp i vbd vbd rb vb
so i was able to arrive on the office in time	rb prp vbd jj to vb innn dt nn innn nn 	 rb prp i vbd jj to vb innn on dt the nn innn in nn
today i attended an lecture and two seminars	nn prp vbd dt nn cc cd nns 	 nn prp i vbd dt an L nn cc cd nns
you know , i  am  not an german	prp vbp , prp vbp rb dt jj 	 prp you vbp know , prp i vbp am rb dt an J jj
the texts which should be read am fortunately not difficult	dt nn wdt md vb vbn vbp rb rb jj 	 dt the nn wdt md vb vbn vbp am rb rb jj
i has an long time to take a exam	prp vbz dt jj nn to vb dt nn 	 prp i vbz dt an L jj nn to vb dt a I nn
i has used this service ,	prp vbz vbn dt nn , 	 prp i vbz vbn dt this nn ,
i opened an savings account on an bank	prp vbd dt nns nn innn dt nn 	 prp i vbd dt an S nns nn innn on dt an B nn
creative photos of an sleeping baby	jj nn innn dt nn nn 	 jj nn innn of dt an S nn nn
so we walked near my home for about a hour	innn prp vbd innn prpd nn innn innn dt nn 	 innn so prp we vbd innn near prpd my nn innn for innn about dt a A nn
my wife sweated an little	prpd nn vbd dt jj 	 prpd my nn vbd dt an L jj
from metheglin , an gloomy man	innn nnp , dt jj nn 	 innn from nnp , dt an G jj nn
i are  digit  years old	prp vbp jj nns jj 	 prp i vbp are jj nns jj
i want to enjoy keeping an diary	prp vbp to vb vbg dt nn 	 prp i vbp want to vb vbg dt an D nn
so many japanese am not good on speaking english	rb jj jj vbp rb jj innn vbg jj 	 rb jj jj vbp am rb jj innn on vbg jj
i use bbc language course which is free at the internet	prp vbp jj nn nn wdt vbz jj innn dt nn 	 prp i vbp use jj nn nn wdt vbz jj innn at dt the nn
you also live somewhere at the earth	prp rb vbp rb innn dt nn 	 prp you rb vbp live rb innn at dt the nn
what can i does	wp md prp vbz 	 wp md prp i vbz
 what has changed	wp vbz vbn 	 wp vbz vbn
the granules of coffee has absolutely changed the water	dt nns innn nn vbz rb vbn dt nn 	 dt the nns innn of nn vbz rb vbn dt the nn
last night was an good game  japan v	jj nn vbd dt jj nn nnp nn 	 jj nn vbd dt an G jj nn nnp nn
i was watching some african videos at youtube	prp vbd vbg dt jj nns innn nn 	 prp i vbd vbg dt some jj nns innn at nn
i has no idea what my parents is going to say	prp vbz dt nn wp prpd nns vbz vbg to vb 	 prp i vbz dt no nn wp prpd my nns vbz vbg to vb
yesterday , i found an dandelion 	nn , prp vbd dt nn 	 nn , prp i vbd dt an D nn
i seem to has become warm recently	prp vbp to vbz vbn jj rb 	 prp i vbp seem to vbz vbn jj rb
so i are lightly dressed	innn prp vbp rb vbn 	 innn so prp i vbp are rb vbn
recently i  have  been wanting to does something new	rb prp vbp vbn vbg to vbz nn jj 	 rb prp i vbp have vbn vbg to vbz nn jj
i want to find an hobby 	prp vbp to vb dt nn 	 prp i vbp want to vb dt an H nn
i are interested in an something creative	prp vbp jj innn dt nn jj 	 prp i vbp are jj innn in dt an S nn jj
has modern society become too dependent at technology	nnp jj nn vb rb jj innn nn 	 nnp jj nn vb rb jj innn at nn
modern society have become too dependent at technology	jj nn vbp vbn rb jj innn nn 	 jj nn vbp have vbn rb jj innn at nn
these technologies am quite useful and many people depend at them	dt nns vbp rb jj cc jj nns vbp innn prp 	 dt these nns vbp am rb jj cc jj nns vbp depend innn at prp them
these technologies am necessary to conduct business	dt nns vbp jj to vb nn 	 dt these nns vbp am jj to vb nn
therefore , people depend an lot at technology	rb , nns vbp dt nn innn nn 	 rb , nns vbp depend dt an L nn innn at nn
in conclusion , modern society have become too dependent at technology	innn nn , jj nn vbp vbn rb jj innn nn 	 innn in nn , jj nn vbp have vbn rb jj innn at nn
i live in japan and i  am  an university student	prp vbp innn nnp cc prp vbp dt nn nn 	 prp i vbp live innn in nnp cc prp i vbp am dt an Y nn nn
from today i try to keep an diary in english	innn nn prp vbp to vb dt jj innn jj 	 innn from nn prp i vbp try to vb dt an D jj innn in jj
i live in an part of area along japan ocean	prp vbp innn dt nn innn nn innn nnp vbp 	 prp i vbp live innn in dt an P nn innn of nn innn along nnp vbp ocean
in winter there is an lot of snow	innn nn ex vbz dt nn innn nn 	 innn in nn ex vbz dt an L nn innn of nn
this is a interesting camp	dt vbz dt jj nn 	 dt this vbz dt a I jj nn
however there is an lot of people like me	rb ex vbz dt nn innn nns innn prp 	 rb ex vbz dt an L nn innn of nns innn like prp me
i has an lot to does	prp vbz dt nn to vbz 	 prp i vbz dt an L nn to vbz
i has an part time job on city hall	prp vbz dt nn nn nn innn nn nn 	 prp i vbz dt an P nn nn nn innn on nn nn
but , there is an steep hill at the way	cc , ex vbz dt jj nn innn dt nn 	 cc , ex vbz dt an S jj nn innn at dt the nn
i are  digit  years old	prp vbp jj nns jj 	 prp i vbp are jj nns jj
i are an university student in japan	prp vbp dt nn nn innn nnp 	 prp i vbp are dt an Y nn nn innn in nnp
but i does  not  confident my english language skill	cc prp vbz rb vb prpd jj nn nn 	 cc prp i vbz rb vb prpd my jj nn nn
and i has  not  been to foreign countries	cc prp vbz rb vbn to jj nns 	 cc prp i vbz rb vbn to jj nns
luckily , we got an lot of rain today	rb , prp vbd dt nn innn nn nn 	 rb , prp we vbd dt an L nn innn of nn nn
third , i has to send mail to my international friends	nnp , prp vbz to vb nn to prpd nnp nns 	 nnp , prp i vbz to vb nn to prpd my nnp nns
so , first i has to translate them with an translator	rb , jj prp vbz to vb prp innn dt nn 	 rb , jj prp i vbz to vb prp them innn with dt an T nn
i  am  new at this website	prp vbp jj innn dt nn 	 prp i vbp am jj innn at dt this nn
i does  not  expect such the ending	prp vbz rb vb jj dt vbg 	 prp i vbz rb vb jj dt the vbg
i focus at it ,	prp vbp innn prp , 	 prp i vbp focus innn at prp it ,
i enjoy it for an while	prp vbp prp innn dt nn 	 prp i vbp enjoy prp it innn for dt an W nn
one day i had an knee ache in my right foot	cd nn prp vbd dt nn nn innn prpd jj nn 	 cd nn prp i vbd dt an N nn nn innn in prpd my jj nn
i felt an relief when i heard my doctor 's advise	prp vbd dt nn wrb prp vbd prpd nn pos nn 	 prp i vbd dt an R nn wrb prp i vbd prpd my nn pos nn
i felt that i did  not  has to run anymore ,	prp vbd innn prp vbd rb vbz to vb rb , 	 prp i vbd innn that prp i vbd rb vbz to vb rb ,
twice or once an week is more comfortable for me	rb cc rb dt nn vbz rbr jj innn prp 	 rb cc rb dt an W nn vbz rbr jj innn for prp me
ps , i really want to be a english  holic 	nnp , prp rb vbp to vb dt jj nn 	 nnp , prp i rb vbp want to vb dt a I jj nn
if i become a english  holic	innn prp vbp dt jj nn 	 innn if prp i vbp become dt a I jj nn
i will never become a englishhobio forever	prp md rb vb dt nnp nn 	 prp i md rb vb dt a nnp nn
i found myself unexpressed on many bits of the day  	prp vbd prp vbd innn jj nns innn dt nn 	 prp i vbd prp myself vbd innn on jj nns innn of dt the nn
but i does  not  even know where to start	cc prp vbz rb rb vb wrb to vb 	 cc prp i vbz rb rb vb wrb to vb
randy rhoads at  mr	nnp nnp innn nnp 	 nnp nnp innn at nnp
randy was a angel and ozzy was an demon	nnp vbd dt nn cc nnp vbd dt nn 	 nnp vbd dt a E nn cc nnp vbd dt an D nn
they had an great chemistry	prp vbd dt jj nn 	 prp they vbd dt an G jj nn
john norum at  wings of tomorrow   with europe 	nnp nnp innn nnp innn nnp innn nnp 	 nnp nnp innn at nnp innn of nnp innn with nnp
george lynch at  tooth and nail   with dokken 	nnp nnp innn nnp cc nnp innn nnp 	 nnp nnp innn at nnp cc nnp innn with nnp
here comes an muscle man	rb vbz dt nn nn 	 rb vbz dt an M nn nn
what do it  that mean	wp vbp prp innn nn 	 wp vbp do prp it innn that nn
